Disease,Disease Code,State,Year,Gender,Age,Age Code,STD Cases,Population,Rate per 100K
Primary and Secondary Syphilis,310,Massachusetts,2010,Male,15-19 years,15-19,10,234880,4.26
Primary and Secondary Syphilis,310,Massachusetts,2010,Male,20-24 years,20-24,45,236256,19.05
Primary and Secondary Syphilis,310,Massachusetts,2010,Male,25-29 years,25-29,34,218255,15.58
Primary and Secondary Syphilis,310,Massachusetts,2010,Male,30-34 years,30-34,32,198338,16.13
Primary and Secondary Syphilis,310,Massachusetts,2010,Male,35-39 years,35-39,38,203757,18.65
Primary and Secondary Syphilis,310,Massachusetts,2010,Male,40+ years,40+,110,1483571,7.41
Primary and Secondary Syphilis,310,Massachusetts,2011,Male,15-19 years,15-19,7,233085,3
Primary and Secondary Syphilis,310,Massachusetts,2011,Male,20-24 years,20-24,41,237131,17.29
Primary and Secondary Syphilis,310,Massachusetts,2011,Male,25-29 years,25-29,33,225189,14.65
Primary and Secondary Syphilis,310,Massachusetts,2011,Male,30-34 years,30-34,40,204050,19.6
Primary and Secondary Syphilis,310,Massachusetts,2011,Male,35-39 years,35-39,25,196462,12.73
Primary and Secondary Syphilis,310,Massachusetts,2011,Male,40+ years,40+,97,1506784,6.44
Primary and Secondary Syphilis,310,Massachusetts,2012,Male,15-19 years,15-19,14,233906,5.99
Primary and Secondary Syphilis,310,Massachusetts,2012,Male,20-24 years,20-24,61,238846,25.54
Primary and Secondary Syphilis,310,Massachusetts,2012,Male,25-29 years,25-29,48,230696,20.81
Primary and Secondary Syphilis,310,Massachusetts,2012,Male,30-34 years,30-34,39,210394,18.54
Primary and Secondary Syphilis,310,Massachusetts,2012,Male,35-39 years,35-39,34,194644,17.47
Primary and Secondary Syphilis,310,Massachusetts,2012,Male,40+ years,40+,105,1525663,6.88
Primary and Secondary Syphilis,310,Massachusetts,2013,Male,15-19 years,15-19,11,230452,4.77
Primary and Secondary Syphilis,310,Massachusetts,2013,Male,20-24 years,20-24,44,242361,18.15
Primary and Secondary Syphilis,310,Massachusetts,2013,Male,25-29 years,25-29,54,236056,22.88
Primary and Secondary Syphilis,310,Massachusetts,2013,Male,30-34 years,30-34,62,216477,28.64
Primary and Secondary Syphilis,310,Massachusetts,2013,Male,35-39 years,35-39,37,195728,18.9
Primary and Secondary Syphilis,310,Massachusetts,2013,Male,40+ years,40+,135,1539248,8.77
Primary and Secondary Syphilis,310,Massachusetts,2014,Male,15-19 years,15-19,8,230452,3.47
Primary and Secondary Syphilis,310,Massachusetts,2014,Male,20-24 years,20-24,47,242361,19.39
Primary and Secondary Syphilis,310,Massachusetts,2014,Male,25-29 years,25-29,52,236056,22.03
Primary and Secondary Syphilis,310,Massachusetts,2014,Male,30-34 years,30-34,33,216477,15.24
Primary and Secondary Syphilis,310,Massachusetts,2014,Male,35-39 years,35-39,32,195728,16.35
Primary and Secondary Syphilis,310,Massachusetts,2014,Male,40+ years,40+,104,1539248,6.76
Primary and Secondary Syphilis,310,Massachusetts,2014,Male,Unknown,99,1,,
Primary and Secondary Syphilis,310,Michigan,1996,Male,15-19 years,15-19,3,359486,0.83
Primary and Secondary Syphilis,310,Michigan,1996,Male,20-24 years,20-24,19,324133,5.86
Primary and Secondary Syphilis,310,Michigan,1996,Male,25-29 years,25-29,16,346314,4.62
Primary and Secondary Syphilis,310,Michigan,1996,Male,30-34 years,30-34,19,380255,5
Primary and Secondary Syphilis,310,Michigan,1996,Male,35-39 years,35-39,14,410431,3.41
Primary and Secondary Syphilis,310,Michigan,1996,Male,40+ years,40+,30,1850566,1.62
Primary and Secondary Syphilis,310,Michigan,1997,Male,15-19 years,15-19,7,364872,1.92
Primary and Secondary Syphilis,310,Michigan,1997,Male,20-24 years,20-24,15,319482,4.7
Primary and Secondary Syphilis,310,Michigan,1997,Male,25-29 years,25-29,13,344843,3.77
Primary and Secondary Syphilis,310,Michigan,1997,Male,30-34 years,30-34,15,370354,4.05
Primary and Secondary Syphilis,310,Michigan,1997,Male,35-39 years,35-39,11,406853,2.7
Primary and Secondary Syphilis,310,Michigan,1997,Male,40+ years,40+,24,1890067,1.27
Primary and Secondary Syphilis,310,Michigan,1998,Male,15-19 years,15-19,4,368492,1.09
Primary and Secondary Syphilis,310,Michigan,1998,Male,20-24 years,20-24,20,318518,6.28
Primary and Secondary Syphilis,310,Michigan,1998,Male,25-29 years,25-29,17,340235,5
Primary and Secondary Syphilis,310,Michigan,1998,Male,30-34 years,30-34,17,361583,4.7
Primary and Secondary Syphilis,310,Michigan,1998,Male,35-39 years,35-39,17,401269,4.24
Primary and Secondary Syphilis,310,Michigan,1998,Male,40+ years,40+,50,1925950,2.6
Primary and Secondary Syphilis,310,Michigan,1999,Male,15-19 years,15-19,7,368555,1.9
Primary and Secondary Syphilis,310,Michigan,1999,Male,20-24 years,20-24,24,321467,7.47
Primary and Secondary Syphilis,310,Michigan,1999,Male,25-29 years,25-29,15,333847,4.49
Primary and Secondary Syphilis,310,Michigan,1999,Male,30-34 years,30-34,21,355445,5.91
Primary and Secondary Syphilis,310,Michigan,1999,Male,35-39 years,35-39,23,396757,5.8
Primary and Secondary Syphilis,310,Michigan,1999,Male,40+ years,40+,64,1965476,3.26
Primary and Secondary Syphilis,310,Michigan,2000,Male,15-19 years,15-19,3,368174,0.81
Primary and Secondary Syphilis,310,Michigan,2000,Male,20-24 years,20-24,18,328927,5.47
Primary and Secondary Syphilis,310,Michigan,2000,Male,25-29 years,25-29,36,325577,11.06
Primary and Secondary Syphilis,310,Michigan,2000,Male,30-34 years,30-34,28,356819,7.85
Primary and Secondary Syphilis,310,Michigan,2000,Male,35-39 years,35-39,27,391321,6.9
Primary and Secondary Syphilis,310,Michigan,2000,Male,40+ years,40+,77,2012229,3.83
Primary and Secondary Syphilis,310,Michigan,2001,Male,15-19 years,15-19,13,369371,3.52
Primary and Secondary Syphilis,310,Michigan,2001,Male,20-24 years,20-24,39,339330,11.49
Primary and Secondary Syphilis,310,Michigan,2001,Male,25-29 years,25-29,42,315417,13.32
Primary and Secondary Syphilis,310,Michigan,2001,Male,30-34 years,30-34,38,357905,10.62
Primary and Secondary Syphilis,310,Michigan,2001,Male,35-39 years,35-39,42,385002,10.91
Primary and Secondary Syphilis,310,Michigan,2001,Male,40+ years,40+,93,2047581,4.54
Primary and Secondary Syphilis,310,Michigan,2002,Male,15-19 years,15-19,10,370738,2.7
Primary and Secondary Syphilis,310,Michigan,2002,Male,20-24 years,20-24,42,346962,12.11
Primary and Secondary Syphilis,310,Michigan,2002,Male,25-29 years,25-29,45,310409,14.5
Primary and Secondary Syphilis,310,Michigan,2002,Male,30-34 years,30-34,28,357440,7.83
Primary and Secondary Syphilis,310,Michigan,2002,Male,35-39 years,35-39,37,376449,9.83
Primary and Secondary Syphilis,310,Michigan,2002,Male,40+ years,40+,132,2080854,6.34
Primary and Secondary Syphilis,310,Michigan,2003,Male,15-19 years,15-19,7,373450,1.87
Primary and Secondary Syphilis,310,Michigan,2003,Male,20-24 years,20-24,14,356942,3.92
Primary and Secondary Syphilis,310,Michigan,2003,Male,25-29 years,25-29,26,312738,8.31
Primary and Secondary Syphilis,310,Michigan,2003,Male,30-34 years,30-34,17,348173,4.88
Primary and Secondary Syphilis,310,Michigan,2003,Male,35-39 years,35-39,21,367840,5.71
Primary and Secondary Syphilis,310,Michigan,2003,Male,40+ years,40+,71,2117327,3.35
Primary and Secondary Syphilis,310,Michigan,2004,Male,0-14 years,0-14,1,1070220,0.09
Primary and Secondary Syphilis,310,Michigan,2004,Male,15-19 years,15-19,6,376963,1.59
Primary and Secondary Syphilis,310,Michigan,2004,Male,20-24 years,20-24,21,358623,5.86
Primary and Secondary Syphilis,310,Michigan,2004,Male,25-29 years,25-29,17,318695,5.33
Primary and Secondary Syphilis,310,Michigan,2004,Male,30-34 years,30-34,22,339160,6.49
Primary and Secondary Syphilis,310,Michigan,2004,Male,35-39 years,35-39,25,359711,6.95
Primary and Secondary Syphilis,310,Michigan,2004,Male,40+ years,40+,39,2145291,1.82
Primary and Secondary Syphilis,310,Michigan,2005,Male,20-24 years,20-24,6,357902,1.68
Primary and Secondary Syphilis,310,Michigan,2005,Male,25-29 years,25-29,11,325931,3.37
Primary and Secondary Syphilis,310,Michigan,2005,Male,30-34 years,30-34,15,326585,4.59
Primary and Secondary Syphilis,310,Michigan,2005,Male,35-39 years,35-39,10,356201,2.81
Primary and Secondary Syphilis,310,Michigan,2005,Male,40+ years,40+,43,2168623,1.98
Primary and Secondary Syphilis,310,Michigan,2006,Male,15-19 years,15-19,7,381382,1.84
Primary and Secondary Syphilis,310,Michigan,2006,Male,20-24 years,20-24,14,356799,3.92
Primary and Secondary Syphilis,310,Michigan,2006,Male,25-29 years,25-29,12,329782,3.64
Primary and Secondary Syphilis,310,Michigan,2006,Male,30-34 years,30-34,9,314285,2.86
Primary and Secondary Syphilis,310,Michigan,2006,Male,35-39 years,35-39,13,351780,3.7
Primary and Secondary Syphilis,310,Michigan,2006,Male,40+ years,40+,37,2201678,1.68
Primary and Secondary Syphilis,310,Michigan,2007,Male,15-19 years,15-19,4,382287,1.05
Primary and Secondary Syphilis,310,Michigan,2007,Male,20-24 years,20-24,8,349484,2.29
Primary and Secondary Syphilis,310,Michigan,2007,Male,25-29 years,25-29,11,333245,3.3
Primary and Secondary Syphilis,310,Michigan,2007,Male,30-34 years,30-34,19,305638,6.22
Primary and Secondary Syphilis,310,Michigan,2007,Male,35-39 years,35-39,16,347051,4.61
Primary and Secondary Syphilis,310,Michigan,2007,Male,40+ years,40+,38,2224752,1.71
Primary and Secondary Syphilis,310,Michigan,2008,Male,15-19 years,15-19,11,378145,2.91
Primary and Secondary Syphilis,310,Michigan,2008,Male,20-24 years,20-24,27,345067,7.82
Primary and Secondary Syphilis,310,Michigan,2008,Male,25-29 years,25-29,17,328677,5.17
Primary and Secondary Syphilis,310,Michigan,2008,Male,30-34 years,30-34,16,301768,5.3
Primary and Secondary Syphilis,310,Michigan,2008,Male,35-39 years,35-39,17,335829,5.06
Primary and Secondary Syphilis,310,Michigan,2008,Male,40+ years,40+,62,2238737,2.77
Primary and Secondary Syphilis,310,Michigan,2009,Male,15-19 years,15-19,14,374838,3.73
Primary and Secondary Syphilis,310,Michigan,2009,Male,20-24 years,20-24,34,352269,9.65
Primary and Secondary Syphilis,310,Michigan,2009,Male,25-29 years,25-29,39,316563,12.32
Primary and Secondary Syphilis,310,Michigan,2009,Male,30-34 years,30-34,23,292112,7.87
Primary and Secondary Syphilis,310,Michigan,2009,Male,35-39 years,35-39,22,320849,6.86
Primary and Secondary Syphilis,310,Michigan,2009,Male,40+ years,40+,58,2264767,2.56
Primary and Secondary Syphilis,310,Michigan,2010,Male,15-19 years,15-19,7,379477,1.84
Primary and Secondary Syphilis,310,Michigan,2010,Male,20-24 years,20-24,38,338569,11.22
Primary and Secondary Syphilis,310,Michigan,2010,Male,25-29 years,25-29,49,295323,16.59
Primary and Secondary Syphilis,310,Michigan,2010,Male,30-34 years,30-34,30,285510,10.51
Primary and Secondary Syphilis,310,Michigan,2010,Male,35-39 years,35-39,32,302902,10.56
Primary and Secondary Syphilis,310,Michigan,2010,Male,40+ years,40+,56,2270043,2.47
Primary and Secondary Syphilis,310,Michigan,2011,Male,15-19 years,15-19,13,367461,3.54
Primary and Secondary Syphilis,310,Michigan,2011,Male,20-24 years,20-24,62,353712,17.53
Primary and Secondary Syphilis,310,Michigan,2011,Male,25-29 years,25-29,41,294686,13.91
Primary and Secondary Syphilis,310,Michigan,2011,Male,30-34 years,30-34,30,289758,10.35
Primary and Secondary Syphilis,310,Michigan,2011,Male,35-39 years,35-39,39,286916,13.59
Primary and Secondary Syphilis,310,Michigan,2011,Male,40+ years,40+,75,2294839,3.27
Primary and Secondary Syphilis,310,Michigan,2012,Male,15-19 years,15-19,11,357978,3.07
Primary and Secondary Syphilis,310,Michigan,2012,Male,20-24 years,20-24,82,361626,22.68
Primary and Secondary Syphilis,310,Michigan,2012,Male,25-29 years,25-29,58,296508,19.56
Primary and Secondary Syphilis,310,Michigan,2012,Male,30-34 years,30-34,30,292488,10.26
Primary and Secondary Syphilis,310,Michigan,2012,Male,35-39 years,35-39,25,280987,8.9
Primary and Secondary Syphilis,310,Michigan,2012,Male,40+ years,40+,59,2312573,2.55
Primary and Secondary Syphilis,310,Michigan,2013,Male,15-19 years,15-19,35,351366,9.96
Primary and Secondary Syphilis,310,Michigan,2013,Male,20-24 years,20-24,145,368008,39.4
Primary and Secondary Syphilis,310,Michigan,2013,Male,25-29 years,25-29,95,300226,31.64
Primary and Secondary Syphilis,310,Michigan,2013,Male,30-34 years,30-34,60,294158,20.4
Primary and Secondary Syphilis,310,Michigan,2013,Male,35-39 years,35-39,43,278989,15.41
Primary and Secondary Syphilis,310,Michigan,2013,Male,40+ years,40+,80,2325871,3.44
Primary and Secondary Syphilis,310,Michigan,2014,Male,15-19 years,15-19,21,351366,5.98
Primary and Secondary Syphilis,310,Michigan,2014,Male,20-24 years,20-24,114,368008,30.98
Primary and Secondary Syphilis,310,Michigan,2014,Male,25-29 years,25-29,83,300226,27.65
Primary and Secondary Syphilis,310,Michigan,2014,Male,30-34 years,30-34,51,294158,17.34
Primary and Secondary Syphilis,310,Michigan,2014,Male,35-39 years,35-39,34,278989,12.19
Primary and Secondary Syphilis,310,Michigan,2014,Male,40+ years,40+,87,2325871,3.74
Primary and Secondary Syphilis,310,Minnesota,1996,Male,20-24 years,20-24,1,147041,0.68
Primary and Secondary Syphilis,310,Minnesota,1996,Male,25-29 years,25-29,2,165441,1.21
Primary and Secondary Syphilis,310,Minnesota,1996,Male,30-34 years,30-34,3,199083,1.51
Primary and Secondary Syphilis,310,Minnesota,1996,Male,35-39 years,35-39,2,213148,0.94
Primary and Secondary Syphilis,310,Minnesota,1997,Male,20-24 years,20-24,2,149021,1.34
Primary and Secondary Syphilis,310,Minnesota,1997,Male,25-29 years,25-29,3,164451,1.82
Primary and Secondary Syphilis,310,Minnesota,1997,Male,30-34 years,30-34,1,191325,0.52
Primary and Secondary Syphilis,310,Minnesota,1997,Male,35-39 years,35-39,1,214084,0.47
Primary and Secondary Syphilis,310,Minnesota,1997,Male,40+ years,40+,5,915079,0.55
Primary and Secondary Syphilis,310,Minnesota,1998,Male,20-24 years,20-24,2,153110,1.31
Primary and Secondary Syphilis,310,Minnesota,1998,Male,25-29 years,25-29,2,163085,1.23
Primary and Secondary Syphilis,310,Minnesota,1998,Male,30-34 years,30-34,1,183726,0.54
Primary and Secondary Syphilis,310,Minnesota,1999,Male,25-29 years,25-29,2,162285,1.23
Primary and Secondary Syphilis,310,Minnesota,1999,Male,35-39 years,35-39,3,211214,1.42
Primary and Secondary Syphilis,310,Minnesota,2000,Male,15-19 years,15-19,1,191586,0.52
Primary and Secondary Syphilis,310,Minnesota,2000,Male,20-24 years,20-24,1,166660,0.6
Primary and Secondary Syphilis,310,Minnesota,2000,Male,25-29 years,25-29,2,161964,1.23
Primary and Secondary Syphilis,310,Minnesota,2000,Male,30-34 years,30-34,2,179873,1.11
Primary and Secondary Syphilis,310,Minnesota,2000,Male,40+ years,40+,5,998432,0.5
Primary and Secondary Syphilis,310,Minnesota,2001,Male,20-24 years,20-24,4,173112,2.31
Primary and Secondary Syphilis,310,Minnesota,2001,Male,25-29 years,25-29,1,160122,0.62
Primary and Secondary Syphilis,310,Minnesota,2001,Male,30-34 years,30-34,2,181174,1.1
Primary and Secondary Syphilis,310,Minnesota,2001,Male,35-39 years,35-39,6,202683,2.96
Primary and Secondary Syphilis,310,Minnesota,2001,Male,40+ years,40+,4,1026723,0.39
Primary and Secondary Syphilis,310,Minnesota,2002,Male,20-24 years,20-24,3,180782,1.66
Primary and Secondary Syphilis,310,Minnesota,2002,Male,25-29 years,25-29,4,160379,2.49
Primary and Secondary Syphilis,310,Minnesota,2002,Male,30-34 years,30-34,9,181108,4.97
Primary and Secondary Syphilis,310,Minnesota,2002,Male,35-39 years,35-39,16,196567,8.14
Primary and Secondary Syphilis,310,Minnesota,2002,Male,40+ years,40+,23,1049131,2.19
Primary and Secondary Syphilis,310,Minnesota,2003,Male,15-19 years,15-19,1,193023,0.52
Primary and Secondary Syphilis,310,Minnesota,2003,Male,20-24 years,20-24,4,188099,2.13
Primary and Secondary Syphilis,310,Minnesota,2003,Male,25-29 years,25-29,1,163650,0.61
Primary and Secondary Syphilis,310,Minnesota,2003,Male,30-34 years,30-34,9,178572,5.04
Primary and Secondary Syphilis,310,Minnesota,2003,Male,35-39 years,35-39,13,190366,6.83
Primary and Secondary Syphilis,310,Minnesota,2003,Male,40+ years,40+,15,1070196,1.4
Primary and Secondary Syphilis,310,Minnesota,2004,Male,20-24 years,20-24,1,192535,0.52
Primary and Secondary Syphilis,310,Minnesota,2004,Male,25-29 years,25-29,4,169580,2.36
Primary and Secondary Syphilis,310,Minnesota,2004,Male,30-34 years,30-34,3,175731,1.71
Primary and Secondary Syphilis,310,Minnesota,2004,Male,35-39 years,35-39,6,186402,3.22
Primary and Secondary Syphilis,310,Minnesota,2004,Male,40+ years,40+,10,1093181,0.91
Primary and Secondary Syphilis,310,Minnesota,2005,Male,20-24 years,20-24,7,194603,3.6
Primary and Secondary Syphilis,310,Minnesota,2005,Male,25-29 years,25-29,9,176076,5.11
Primary and Secondary Syphilis,310,Minnesota,2005,Male,30-34 years,30-34,9,172623,5.21
Primary and Secondary Syphilis,310,Minnesota,2005,Male,35-39 years,35-39,14,185052,7.57
Primary and Secondary Syphilis,310,Minnesota,2005,Male,40+ years,40+,29,1112084,2.61
Primary and Secondary Syphilis,310,Minnesota,2006,Male,20-24 years,20-24,5,190657,2.62
Primary and Secondary Syphilis,310,Minnesota,2006,Male,25-29 years,25-29,10,182491,5.48
Primary and Secondary Syphilis,310,Minnesota,2006,Male,30-34 years,30-34,6,165112,3.63
Primary and Secondary Syphilis,310,Minnesota,2006,Male,35-39 years,35-39,8,181521,4.41
Primary and Secondary Syphilis,310,Minnesota,2006,Male,40+ years,40+,14,1131683,1.24
Primary and Secondary Syphilis,310,Minnesota,2007,Male,15-19 years,15-19,2,189793,1.05
Primary and Secondary Syphilis,310,Minnesota,2007,Male,20-24 years,20-24,5,183401,2.73
Primary and Secondary Syphilis,310,Minnesota,2007,Male,25-29 years,25-29,8,188522,4.24
Primary and Secondary Syphilis,310,Minnesota,2007,Male,30-34 years,30-34,13,165838,7.84
Primary and Secondary Syphilis,310,Minnesota,2007,Male,35-39 years,35-39,9,180434,4.99
Primary and Secondary Syphilis,310,Minnesota,2007,Male,40+ years,40+,21,1150114,1.83
Primary and Secondary Syphilis,310,Minnesota,2008,Male,15-19 years,15-19,3,187196,1.6
Primary and Secondary Syphilis,310,Minnesota,2008,Male,20-24 years,20-24,22,182290,12.07
Primary and Secondary Syphilis,310,Minnesota,2008,Male,25-29 years,25-29,15,191716,7.82
Primary and Secondary Syphilis,310,Minnesota,2008,Male,30-34 years,30-34,19,167764,11.33
Primary and Secondary Syphilis,310,Minnesota,2008,Male,35-39 years,35-39,11,176796,6.22
Primary and Secondary Syphilis,310,Minnesota,2008,Male,40+ years,40+,41,1164236,3.52
Primary and Secondary Syphilis,310,Minnesota,2009,Male,15-19 years,15-19,2,187411,1.07
Primary and Secondary Syphilis,310,Minnesota,2009,Male,20-24 years,20-24,12,188154,6.38
Primary and Secondary Syphilis,310,Minnesota,2009,Male,25-29 years,25-29,11,191579,5.74
Primary and Secondary Syphilis,310,Minnesota,2009,Male,30-34 years,30-34,8,169415,4.72
Primary and Secondary Syphilis,310,Minnesota,2009,Male,35-39 years,35-39,12,170556,7.04
Primary and Secondary Syphilis,310,Minnesota,2009,Male,40+ years,40+,26,1179093,2.21
Primary and Secondary Syphilis,310,Minnesota,2010,Male,15-19 years,15-19,5,188594,2.65
Primary and Secondary Syphilis,310,Minnesota,2010,Male,20-24 years,20-24,33,180725,18.26
Primary and Secondary Syphilis,310,Minnesota,2010,Male,25-29 years,25-29,17,187562,9.06
Primary and Secondary Syphilis,310,Minnesota,2010,Male,30-34 years,30-34,27,174549,15.47
Primary and Secondary Syphilis,310,Minnesota,2010,Male,35-39 years,35-39,13,165815,7.84
Primary and Secondary Syphilis,310,Minnesota,2010,Male,40+ years,40+,45,1191575,3.78
Primary and Secondary Syphilis,310,Minnesota,2011,Male,15-19 years,15-19,3,187755,1.6
Primary and Secondary Syphilis,310,Minnesota,2011,Male,20-24 years,20-24,25,181081,13.81
Primary and Secondary Syphilis,310,Minnesota,2011,Male,25-29 years,25-29,25,188078,13.29
Primary and Secondary Syphilis,310,Minnesota,2011,Male,30-34 years,30-34,15,181316,8.27
Primary and Secondary Syphilis,310,Minnesota,2011,Male,35-39 years,35-39,19,161045,11.8
Primary and Secondary Syphilis,310,Minnesota,2011,Male,40+ years,40+,47,1213363,3.87
Primary and Secondary Syphilis,310,Minnesota,2012,Male,15-19 years,15-19,4,185116,2.16
Primary and Secondary Syphilis,310,Minnesota,2012,Male,20-24 years,20-24,13,183069,7.1
Primary and Secondary Syphilis,310,Minnesota,2012,Male,25-29 years,25-29,18,186454,9.65
Primary and Secondary Syphilis,310,Minnesota,2012,Male,30-34 years,30-34,18,186611,9.65
Primary and Secondary Syphilis,310,Minnesota,2012,Male,35-39 years,35-39,14,161818,8.65
Primary and Secondary Syphilis,310,Minnesota,2012,Male,40+ years,40+,44,1226450,3.59
Primary and Secondary Syphilis,310,Minnesota,2013,Male,15-19 years,15-19,2,182826,1.09
Primary and Secondary Syphilis,310,Minnesota,2013,Male,20-24 years,20-24,30,183607,16.34
Primary and Secondary Syphilis,310,Minnesota,2013,Male,25-29 years,25-29,35,185675,18.85
Primary and Secondary Syphilis,310,Minnesota,2013,Male,30-34 years,30-34,26,190981,13.61
Primary and Secondary Syphilis,310,Minnesota,2013,Male,35-39 years,35-39,22,165686,13.28
Primary and Secondary Syphilis,310,Minnesota,2013,Male,40+ years,40+,63,1239560,5.08
Primary and Secondary Syphilis,310,Minnesota,2014,Male,15-19 years,15-19,8,182826,4.38
Primary and Secondary Syphilis,310,Minnesota,2014,Male,20-24 years,20-24,50,183607,27.23
Primary and Secondary Syphilis,310,Minnesota,2014,Male,25-29 years,25-29,44,185675,23.7
Primary and Secondary Syphilis,310,Minnesota,2014,Male,30-34 years,30-34,29,190981,15.18
Primary and Secondary Syphilis,310,Minnesota,2014,Male,35-39 years,35-39,25,165686,15.09
Primary and Secondary Syphilis,310,Minnesota,2014,Male,40+ years,40+,79,1239560,6.37
Primary and Secondary Syphilis,310,Mississippi,1996,Male,15-19 years,15-19,26,118348,21.97
Primary and Secondary Syphilis,310,Mississippi,1996,Male,20-24 years,20-24,83,105305,78.82
Primary and Secondary Syphilis,310,Mississippi,1996,Male,25-29 years,25-29,58,93729,61.88
Primary and Secondary Syphilis,310,Mississippi,1996,Male,30-34 years,30-34,63,94044,66.99
Primary and Secondary Syphilis,310,Mississippi,1996,Male,35-39 years,35-39,57,102924,55.38
Primary and Secondary Syphilis,310,Mississippi,1996,Male,40+ years,40+,104,485740,21.41
Primary and Secondary Syphilis,310,Mississippi,1997,Male,0-14 years,0-14,2,323341,0.62
Primary and Secondary Syphilis,310,Mississippi,1997,Male,15-19 years,15-19,15,119972,12.5
Primary and Secondary Syphilis,310,Mississippi,1997,Male,20-24 years,20-24,38,104195,36.47
Primary and Secondary Syphilis,310,Mississippi,1997,Male,25-29 years,25-29,33,96111,34.34
Primary and Secondary Syphilis,310,Mississippi,1997,Male,30-34 years,30-34,29,91891,31.56
Primary and Secondary Syphilis,310,Mississippi,1997,Male,35-39 years,35-39,26,103077,25.22
Primary and Secondary Syphilis,310,Mississippi,1997,Male,40+ years,40+,46,498023,9.24
Primary and Secondary Syphilis,310,Mississippi,1998,Male,15-19 years,15-19,11,120775,9.11
Primary and Secondary Syphilis,310,Mississippi,1998,Male,20-24 years,20-24,11,104822,10.49
Primary and Secondary Syphilis,310,Mississippi,1998,Male,25-29 years,25-29,14,96733,14.47
Primary and Secondary Syphilis,310,Mississippi,1998,Male,30-34 years,30-34,25,90831,27.52
Primary and Secondary Syphilis,310,Mississippi,1998,Male,35-39 years,35-39,24,103560,23.18
Primary and Secondary Syphilis,310,Mississippi,1998,Male,40+ years,40+,47,510461,9.21
Primary and Secondary Syphilis,310,Mississippi,1999,Male,15-19 years,15-19,7,120077,5.83
Primary and Secondary Syphilis,310,Mississippi,1999,Male,20-24 years,20-24,13,105623,12.31
Primary and Secondary Syphilis,310,Mississippi,1999,Male,25-29 years,25-29,21,95608,21.96
Primary and Secondary Syphilis,310,Mississippi,1999,Male,30-34 years,30-34,15,90793,16.52
Primary and Secondary Syphilis,310,Mississippi,1999,Male,35-39 years,35-39,15,103572,14.48
Primary and Secondary Syphilis,310,Mississippi,1999,Male,40+ years,40+,28,522319,5.36
Primary and Secondary Syphilis,310,Mississippi,2000,Male,15-19 years,15-19,4,117570,3.4
Primary and Secondary Syphilis,310,Mississippi,2000,Male,20-24 years,20-24,7,109026,6.42
Primary and Secondary Syphilis,310,Mississippi,2000,Male,25-29 years,25-29,8,94181,8.49
Primary and Secondary Syphilis,310,Mississippi,2000,Male,30-34 years,30-34,10,93166,10.73
Primary and Secondary Syphilis,310,Mississippi,2000,Male,35-39 years,35-39,14,103155,13.57
Primary and Secondary Syphilis,310,Mississippi,2000,Male,40+ years,40+,23,537140,4.28
Primary and Secondary Syphilis,310,Mississippi,2000,Male,Unknown,99,1,,
Primary and Secondary Syphilis,310,Mississippi,2001,Male,0-14 years,0-14,1,322954,0.31
Primary and Secondary Syphilis,310,Mississippi,2001,Male,20-24 years,20-24,13,114039,11.4
Primary and Secondary Syphilis,310,Mississippi,2001,Male,25-29 years,25-29,9,93228,9.65
Primary and Secondary Syphilis,310,Mississippi,2001,Male,30-34 years,30-34,5,93039,5.37
Primary and Secondary Syphilis,310,Mississippi,2001,Male,35-39 years,35-39,13,100506,12.93
Primary and Secondary Syphilis,310,Mississippi,2001,Male,40+ years,40+,30,544078,5.51
Primary and Secondary Syphilis,310,Mississippi,2002,Male,15-19 years,15-19,1,112347,0.89
Primary and Secondary Syphilis,310,Mississippi,2002,Male,20-24 years,20-24,3,117366,2.56
Primary and Secondary Syphilis,310,Mississippi,2002,Male,25-29 years,25-29,4,93795,4.26
Primary and Secondary Syphilis,310,Mississippi,2002,Male,30-34 years,30-34,4,93885,4.26
Primary and Secondary Syphilis,310,Mississippi,2002,Male,35-39 years,35-39,3,97608,3.07
Primary and Secondary Syphilis,310,Mississippi,2002,Male,40+ years,40+,3,551766,0.54
Primary and Secondary Syphilis,310,Mississippi,2003,Male,15-19 years,15-19,2,110788,1.81
Primary and Secondary Syphilis,310,Mississippi,2003,Male,20-24 years,20-24,4,119050,3.36
Primary and Secondary Syphilis,310,Mississippi,2003,Male,25-29 years,25-29,2,95860,2.09
Primary and Secondary Syphilis,310,Mississippi,2003,Male,30-34 years,30-34,8,92387,8.66
Primary and Secondary Syphilis,310,Mississippi,2003,Male,35-39 years,35-39,1,94200,1.06
Primary and Secondary Syphilis,310,Mississippi,2003,Male,40+ years,40+,3,560702,0.54
Primary and Secondary Syphilis,310,Mississippi,2004,Male,15-19 years,15-19,1,110551,0.9
Primary and Secondary Syphilis,310,Mississippi,2004,Male,20-24 years,20-24,7,119775,5.84
Primary and Secondary Syphilis,310,Mississippi,2004,Male,25-29 years,25-29,7,100216,6.98
Primary and Secondary Syphilis,310,Mississippi,2004,Male,30-34 years,30-34,8,92647,8.63
Primary and Secondary Syphilis,310,Mississippi,2004,Male,35-39 years,35-39,5,92903,5.38
Primary and Secondary Syphilis,310,Mississippi,2004,Male,40+ years,40+,12,574953,2.09
Primary and Secondary Syphilis,310,Mississippi,2005,Male,15-19 years,15-19,4,110590,3.62
